386.542	-2.800
386.565	-3.500
386.587	-2.100
386.610	-1.700
386.632	-2.400
386.654	-3.400
386.677	-3.400
386.699	-1.700
386.721	-0.500
386.744	-1.000
386.766	-0.500
386.789	-3.300
386.811	-2.200
386.833	-1.300
386.856	0.300
386.878	2.400
386.900	0.700
386.923	1.000
386.945	-3.100
386.968	-3.000
386.990	-3.100
387.012	-3.200
387.035	-2.000
387.057	1.700
387.079	-4.200
387.102	-2.500
387.124	-2.000
387.147	-4.400
387.169	0.900
387.191	-2.600
387.214	-2.400
387.236	-3.600
387.259	-4.300
387.281	-1.400
387.303	-3.000
387.326	-0.200
387.348	-2.600
387.370	-5.500
387.393	-1.700
387.415	1.300
387.438	-4.400
387.460	-3.500
387.482	-1.200
387.505	-2.100
387.527	-2.600
387.549	-1.200
387.572	-0.600
387.594	-5.300
387.617	-1.700
387.639	-4.000
387.661	-3.000
387.684	-3.300
387.706	-3.400
387.728	-0.600
387.751	-3.700
387.773	-3.000
387.796	-4.900
387.818	-1.000
387.840	-1.500
387.863	-1.100
387.885	-1.000
387.907	-5.600
387.930	-1.900
387.952	-5.900
387.975	1.100
387.997	-4.000
388.019	-3.500
388.042	-5.300
388.064	-1.300
388.086	0.000
388.109	-2.800
388.131	-1.900
388.154	-2.800
388.176	-3.000
388.198	-2.100
388.221	-0.200
388.243	-4.000
388.266	-3.800
388.288	-3.300
388.310	-0.700
388.333	-4.600
388.355	-3.000
388.377	-0.400
388.400	-1.200
388.422	-3.100
388.445	-2.400
388.467	-1.800
388.489	-1.900
388.512	-1.900
388.534	-0.900
388.556	-4.400
388.579	-1.600
388.601	-0.300
388.624	0.500
388.646	-3.100
388.668	-3.100
388.691	-1.700
388.713	-6.700
388.735	-1.700
388.758	-1.300
388.780	-1.600
388.803	-2.200
388.825	-5.200
388.847	1.200
388.870	-1.700
388.892	-1.200
388.914	-2.500
388.937	-3.200
388.959	-3.100
388.982	-3.100
389.004	-2.000
389.026	-3.000
389.049	-2.600
389.071	-2.200
389.094	-0.700
389.116	-3.000
389.138	-0.700
389.161	-1.700
389.183	-2.500
389.205	-3.500
389.228	-1.500
389.250	-1.500
389.273	-4.500
389.295	-2.500
389.317	-5.800
389.340	-2.600
389.362	-3.100
389.384	-0.600
389.407	-1.100
389.429	-2.600
389.452	-1.100
389.474	-4.100
389.496	-0.100
389.519	-1.700
389.541	-4.200
389.563	-0.100
389.586	-1.900
389.608	-6.300
389.631	-4.200
389.653	0.600
389.675	-1.000
389.698	-4.800
389.720	0.100
389.742	-3.100
389.765	-2.100
389.787	-3.600
389.810	-2.700
389.832	-1.900
389.854	0.000
389.877	-3.800
389.899	-0.900
389.922	-0.300
389.944	-0.700
389.966	-2.400
389.989	-6.700
390.011	0.700
390.033	-0.800
390.056	-5.900
390.078	-5.900
390.101	-2.800
390.123	-0.200
390.145	-2.800
390.168	-3.800
390.190	-4.300
390.212	-0.300
390.235	-0.100
390.257	-0.200
390.280	-5.300
390.302	-2.000
390.324	-2.400
390.347	-6.500
390.369	-2.800
390.391	-3.600
390.414	-3.000
390.436	-5.700
390.459	-4.000
390.481	-2.700
390.503	-2.500
390.526	-1.300
390.548	-1.400
390.570	-0.800
390.593	-2.100
390.615	1.400
390.638	-1.100
390.660	-1.100
390.682	-2.700
390.705	-3.600
390.727	0.100
390.749	-3.900
390.772	-1.900
390.794	-1.100
390.817	-0.500
390.839	0.000
390.861	-1.900
390.884	-1.400
390.906	-2.600
390.928	-0.900
390.951	-2.600
390.973	-1.600
390.996	-2.500
391.018	-3.700
391.040	-3.400
391.063	0.000
391.085	-2.100
391.108	-2.500
391.130	-2.100
391.152	-4.000
391.175	-0.200
391.197	-4.000
391.219	-4.700
391.242	-2.800
391.264	-2.500
391.287	-2.700
391.309	0.200
391.331	-3.300
391.354	-2.000
391.376	-1.000
391.398	-3.100
391.421	-4.500
391.443	-4.400
391.466	0.600
391.488	-0.600
391.510	0.000
391.533	-4.600
391.555	-1.700
391.577	-2.800
391.600	-3.700
391.622	-2.900
391.645	-4.100
391.667	-0.600
391.689	-1.800
391.712	-2.000
391.734	-3.800
391.757	-1.700
391.779	-0.400
391.801	-1.100
391.824	-4.800
391.846	0.500
391.868	-4.900
391.891	-3.000
391.913	-1.800
391.936	-2.300
391.958	-7.700
391.980	-3.100
392.003	-4.400
392.025	-3.600
392.047	-2.600
392.070	-0.600
392.092	-3.500
392.115	-2.800
392.137	-5.200
392.159	-1.900
392.182	-1.600
392.204	-1.200
392.226	-2.000
392.249	0.800
392.271	-5.000
392.294	-3.600
392.316	-5.700
392.338	-10.100
392.361	1.800
392.383	-3.400
392.405	-3.600
392.428	-2.500
392.450	-4.600
392.473	-2.500
392.495	-5.300
392.517	-3.400
392.540	-1.500
392.562	-7.000
392.585	-2.700
392.607	-2.100
392.629	-3.800
392.652	-4.800
392.674	-1.200
392.696	-4.700
392.719	2.100
392.741	-4.000
392.764	-1.800
392.786	-2.800
392.808	-2.700
392.831	-3.700
392.853	-2.900
392.875	-1.100
392.898	-3.100
392.920	-8.600
392.943	-4.300
392.965	-1.600
392.987	-3.000
393.010	-1.500
393.032	-2.700
393.054	-3.500
393.077	-3.300
393.099	-8.000
393.122	-3.800
393.144	-2.500
393.166	-5.700
393.189	-7.000
393.211	-2.600
393.233	-4.400
393.256	-1.600
393.278	0.600
393.301	0.700
393.323	-0.600
393.345	-2.500
393.368	-0.900
393.390	-2.900
393.412	-2.900
393.435	-3.300
393.457	-2.400
393.480	-1.800
393.502	-3.200
393.524	-2.900
393.547	-4.100
393.569	-1.900
393.592	-2.600
393.614	-4.000
393.636	-0.800
393.659	-2.700
393.681	-3.800
393.703	-5.400
393.726	-5.400
393.748	-5.000
393.771	-4.300
393.793	-7.400
393.815	-3.500
393.838	-6.900
393.860	-6.700
393.882	-7.500
393.905	-4.500
393.927	-8.600
393.950	-6.200
393.972	-7.700
393.994	-8.100
394.017	-2.400
394.039	-9.000
394.061	-8.300
394.084	-8.900
394.106	-6.500
394.129	-8.800
394.151	-12.300
394.173	-9.800
394.196	-10.200
394.218	-10.200
394.240	-10.600
394.263	-9.500
394.285	-17.000
394.308	-15.400
394.330	-12.800
394.352	-16.100
394.375	-16.000
394.397	-12.900
394.419	-13.600
394.442	-13.900
394.464	-11.800
394.487	-19.100
394.509	-19.600
394.531	-22.200
394.554	-20.500
394.576	-14.100
394.599	-26.900
394.621	-19.400
394.643	-18.400
394.666	-25.400
394.688	-14.900
394.710	-26.500
394.733	-25.000
394.755	-25.800
394.778	-29.400
394.800	-23.000
394.822	-26.000
394.845	-38.600
394.867	-35.100
394.889	-32.600
394.912	-28.200
394.934	-23.300
394.957	-38.800
394.979	-23.300
395.001	-29.100
395.024	-29.300
395.046	-34.500
395.068	-29.100
395.091	-31.200
395.113	-33.700
395.136	-27.700
395.158	-25.700
395.180	-36.400
